"Gene","BetaScore"
"Ppp1r1b",0.666344698257888
"Sema3a",0.664001573709878
"Il17ra",0.66336623595133
"Arl4c",0.663068339490894
"Adcyap1",0.661402790499296
"Ephx4",0.66131622968357
"A330050F15Rik",0.659867366487345
"Mas1",0.659678219770442
"Ptprd",0.659624883194857
"Pamr1",0.659103722745521
"Arc",0.658717449704748
"Brinp3",0.658700655012711
"Afap1",0.658195059693822
"Fstl5",0.657979885415383
"Ldb2",0.657891743503771
"Lingo1",0.657501272281835
"Slc17a8",0.657152438367171
"Dkkl1",0.655689298490035
"Thy1",0.65483319024443
"Penk",0.654689206632374
"Masp1",0.654520400369583
"Spon1",0.653870058278169
"Vwc2",0.653271038262444
"Rtn4rl1",0.652847844473308
"Cartpt",0.652661446629113
"Pantr1",0.652545358657639
"Sall1",0.652320240156281
"Rgs14",0.652036678938269
"Pde4b",0.651658435063995
"Pvalb",0.651384365084703
"Bdnf",0.651244333493405
"Lypd1",0.651214093428781
"Adra1b",0.651051186553245
"Dusp10",0.650938411519875
"Coro6",0.650276048915025
"Megf10",0.650119163670514
"Ankrd33b",0.64967921472737
"BC048546",0.649017636800313
"Cecr6",0.648947046995655
"Bcl11a",0.648803125981631
"Ly6g6e",0.648400175979544
"Pcsk5",0.64799241865821
"Slc26a4",0.647090399905776
"Gabrd",0.64683065069357
"Npy",0.646528484120685
"Sp9",0.646449962059171
"Tiam2",0.646365044797458
"Tox3",0.646329756863949
"Tmem91",0.645804164103913
"Cdh9",0.645207822157422
"Cck",0.645200271042164
"Pter",0.644630273389651
"Dpy19l1",0.642883823297232
"Fmo1",0.642691076369717
"Rbp4",0.642394383687373
"Col6a1",0.641296695560999
"Dbpht2",0.640365020825796
"Nacc2",0.639198784470288
"Rxfp1",0.638845582372556
"Rgs12",0.638827525594214
"Kcng1",0.638628263644386
"Dtl",0.638374993969566
"Sulf1",0.63831107767515
"Cntnap3",0.638049794841378
"Rgs4",0.636851421504871
"S100a10",0.63644379029835
"Gpd1",0.636392260211376
"Npy1r",0.636053175496298
"Lmo7",0.63566114418156
"Cpne2",0.635622663210723
"Crtac1",0.635620737335657
"St6galnac5",0.63532383538965
"Fxyd6",0.635177483377603
"Luzp2",0.634775682839816
"Alcam",0.634720311085235
"Lpl",0.633855077289727
"Unc5d",0.633351910199894
"Tac2",0.633162823173737
"Ppapdc1a",0.633087623235257
"Satb1",0.632108115703218
"Rin1",0.6319749401611
"Egln3",0.63187912695828
"Pou3f2",0.631794798900437
"Id2",0.63127689628709
"Slc5a7",0.631109640759451
"Inf2",0.630896460375846
"Rasgrf2",0.630550158374335
"Fndc5",0.630383838571542
"Nefm",0.630114506519865
"Ptprt",0.629675108546539
"Sorcs1",0.628928405289051
"Rorb",0.628530037392342
"Nfia",0.628369433943969
"Rai14",0.628290322403901
"5031426D15Rik",0.627935820648103
"Cdh13",0.627467251581868
"Slit3",0.627446070866732
"Neurod1",0.627098895912205
"LOC101056001",0.626832545603318
"Vstm2b",0.625206079349616
"Npy2r",0.625023832003677
"Dkk3",0.624920539849182
"Nrgn",0.624829560897702
"1700086L19Rik",0.62474240389082
"Prss12",0.624651047813924
"Fstl4",0.624497027106082
"Iqgap2",0.623971484895328
"Igsf3",0.623886718288547
"Nr2e1",0.623872556078341
"Rasl11b",0.62372772829181
"Plcxd3",0.622265664063508
"Shisa8",0.621690125730916
"Cntnap5a",0.621413868496638
"Ctxn1",0.620970707145147
"Th",0.620151114802994
"Kcnk2",0.620122753713278
"Col14a1",0.62000155298298
"Col19a1",0.619955210929281
"Parm1",0.619774307318831
"Sema5b",0.61840568220681
"Fst",0.618209432296689
"Grm8",0.617511754889699
"Rbms3",0.61740921016207
"Cdh6",0.616285388265832
"Nek7",0.616087014089194
"Baiap2",0.615713910096816
"Rapgef5",0.615706254488931
"LOC105246694",0.615160034208001
"Cpne8",0.613795667194541
"Mkx",0.613524340456939
"Tmem159",0.613444389158917
"Igsf21",0.610418994571988
"Rbm24",0.610083499240101
"Serinc2",0.609978397290387
"Rgs8",0.609615103630119
"C030013G03Rik",0.609160371055254
"Kirrel3",0.609140410567097
"Slc24a3",0.609132300925535
"Pcp4",0.608903576531308
"Fancd2",0.608383406459298
"Pdyn",0.607038545657639
"Ramp3",0.606875772456796
"Shisa9",0.606330986462029
"Tshz3",0.60624830729524
"Nell2",0.606207045501829
"Tgm3",0.605879891374268
"Ovol2",0.605829106477138
"Sema5a",0.605658178917875
"Klf5",0.605592848792042
"Mybpc1",0.604981149392751
"Fam19a2",0.604939236616322
"Col25a1",0.604791933326074
"Fam81a",0.604542710246268
"Pde11a",0.604230772961035
"Syt6",0.604225549789259
"N28178",0.604178856782325
"Epha4",0.604021209981692
"Gpr126",0.603620298430656
"Serpinb8",0.603417344545191
"Syt2",0.603378989501911
"Chrna4",0.603131398254879
"C730002L08Rik",0.603085734726196
"1700001L19Rik",0.602644336453132
"Rasl10a",0.602118971621747
"Galnt9",0.601418329614252
"Mgat4c",0.601311058960417
"Camk2n2",0.601232581305987
"Hapln1",0.600809040737418
"Casz1",0.600412262211348
"Gpx3",0.600358202042276
"Slc5a5",0.600287534679549
"Shisa6",0.60020607850712
"Kcnf1",0.600083415280021
"Zdhhc23",0.599978339321503
"LOC105242740",0.599272554969604
"Zbtb20",0.599192199775819
"Tesc",0.598103679740566
"Ak5",0.597731057846266
"Sstr2",0.597316096996827
"Tox2",0.597220610451986
"Myl4",0.596988347294978
"Prkcg",0.596601309797221
"Extl1",0.596456296062555
"Ndst4",0.595397661824298
"Igsf11",0.595375998437357
"Dlx6",0.595183755062237
"Mapk4",0.594767502899015
"Sema3e",0.594730342107541
"Kcnc4",0.594540375138261
"Fhl2",0.594470883311376
"Htr1f",0.594237052207847
"Mlip",0.593800097262805
"Samd5",0.593536715550634
"2900079G21Rik",0.59344828076671
"Eya4",0.593176947019303
"Syndig1",0.593133178457798
"Egfr",0.593090053660744
"Ptpru",0.592596588818221
"Wnt5a",0.592587041311682
"Mpped2",0.592538863137474
"Grm2",0.591332379756915
"Krt80",0.591159131629922
"2010300C02Rik",0.590936176243817
"Cbln4",0.590782215566911
"Galnt18",0.590691185339145
"Cdh12",0.590625365467696
"Gng12",0.589569931607358
"Spint2",0.588928450475919
"Gucy1a3",0.588560216281099
"Rcan3",0.588503435234853
"Tcap",0.588358725772475
"Grp",0.58829083355378
"Cntnap4",0.588059689079394
"Fam84a",0.588048144309398
"Kcnh7",0.58799748192674
"Wipf3",0.58785717573967
"Etv1",0.587669669776575
"Smad3",0.587652433765523
"Ust",0.587380597412035
"Rgs10",0.587378137366128
"Oxtr",0.587067577943362
"Tmem40",0.586948605208272
"Dapk2",0.586639852188765
"Wif1",0.58660245146539
"Zmat4",0.586565964721336
"Kctd4",0.586433821537799
"Klhdc8a",0.586330507622153
"Pcdh20",0.586150750649805
"Rap1gap2",0.586120392671964
"Car10",0.585285306249431
"Rap2b",0.585191225378218
"Ass1",0.584666480705326
"Fam46a",0.584258153002488
"Rerg",0.584169098940739
"Csgalnact1",0.584139188468742
"Vstm2l",0.584009948310618
"Rgs16",0.58389443577828
"G630016G05Rik",0.583250871933316
"Sdk2",0.582717405745939
"Tekt5",0.582172559244679
"Lmo3",0.582087820524399
"2900055J20Rik",0.581272223636453
"Trhde",0.580913810262897
"Fgf1",0.579630178240094
"Krt12",0.579149681147115
"Blnk",0.579003613810654
"Sstr1",0.578876525209321
"Cap2",0.578336491972304
"Vip",0.578252561242809
"2900092D14Rik",0.578043595680866
"Myh3",0.577725607124295
"Stmn2",0.577342380302744
"Ajap1",0.57730574133177
"Slc18a3",0.577233838503048
"Vwc2l",0.577071523890319
"Plxdc1",0.576940051004651
"Tmem196",0.576695063535301
"Rgs6",0.576300025651258
"Kcnt2",0.576248667329179
"Oprm1",0.575775674733192
"Kcnab1",0.575578905497213
"Hrk",0.575529470834442
"Tpd52l1",0.575438032212994
"Olfm3",0.574987279321208
"Cpne5",0.574831959486241
"Lin7a",0.574271153205954
"Myh7",0.573981094306631
"Cidea",0.573094536108203
"Lman1l",0.573062536890443
"Enpp2",0.573040337267329
"Trp53i11",0.573002074803758
"Ephb6",0.572810597597626
"Pcdh18",0.572331599130588
"6330403A02Rik",0.572095804015501
"Sptbn5",0.571928970149667
"Rasl11a",0.57168106390262
"Kif5c",0.571664378246224
"Stac2",0.571278580200726
"Pld5",0.57122642470509
"Grasp",0.571043880153126
"Krt1",0.570814171184649
"Myh8",0.570782190843214
"Slit2",0.570769325510189
"9430021M05Rik",0.570690245799185
"Ildr2",0.570603247084474
"Pbx1",0.570560029222808
"Kcnh3",0.570095124507384
"Sostdc1",0.569892725453179
"Rspo3",0.569852171017817
"Ifit2",0.569780235406724
"Chrm2",0.569374710794957
"Adamtsl5",0.569268262382964
"Kcnq5",0.568975693076355
"Trpc6",0.56874894062813
"Whrn",0.568517693632865
"Lppr1",0.568459472528146
"Ephb1",0.567860249125887
"Cux2",0.567842750746337
"Dgkb",0.567270878989883
"Tuba8",0.567235064834196
"Arap2",0.567129145721333
"Sox1",0.566798735847968
"Hpcal1",0.566795419665595
"Rxfp3",0.566503431852666
"Necab2",0.566088524488068
"5930412G12Rik",0.565600747876371
"Kcnmb4",0.565539656377533
"Tpbg",0.564708645642136
"Synj2",0.564056942006669
"Gpr83",0.563895028955064
"Pou3f3",0.563629794515788
"Fgf11",0.563329211899166
"Qpct",0.563301227605968
"Frem1",0.562750580273945
"Grm7",0.561777532981181
"Grm1",0.560289357136274
"Kcnmb4os2",0.560284822354711
"Tacstd2",0.559909375952386
"Npnt",0.55980591403496
"Etl4",0.559798579275689
"Ptpro",0.559033314170452
"Otof",0.558959889405652
"Ptchd4",0.558720448397013
"Pvrl3",0.558526557593345
"Cd24a",0.558344097460873
"Tnnt1",0.557698776169216
"Fam84b",0.557578567436535
"Igfbp5",0.557418508682679
"Cdh18",0.55723648143611
"Nxph2",0.55669670872039
"Lingo2",0.556678609870119
"Lix1",0.555907007676614
"Nrtn",0.555191666017851
"Neto2",0.55490489106326
"Il1rap",0.554827890211689
"Ntng1",0.554776144950812
"Man1c1",0.554577088413529
"Edil3",0.554220820672956
"Dner",0.554006959583306
"1190002N15Rik",0.553975109228629
"Mmp17",0.553814051526215
"Dok5",0.553776547565219
"Lrrc38",0.553316051876442
"Lphn2",0.5531225193591
"Zfpm2",0.552942699855712
"Exph5",0.552669533817469
"LOC105243542",0.55255105925241
"Egr4",0.552245196017106
"Hrh1",0.552071433682848
"Slc27a2",0.552059536620915
"Cnih3",0.551476531653756
"Bcl6",0.551403611209744
"Crispld2",0.550865230885217
"Nog",0.549679587950787
"B3gat2",0.549341670916162
"C130074G19Rik",0.549220733885469
"Ndst3",0.548156618804762
"Tunar",0.547860322176337
"Ntn5",0.547276500147191
"1700019L22Rik",0.547082931556739
"Ryr3",0.545504861820808
"March1",0.544367455611774
"Nppc",0.544044650664379
"Kcnip2",0.543966886198621
"Tcrb",0.54387245547218
"Brinp2",0.54366808749489
"Adcyap1r1",0.543430813241911
"Tmem132d",0.543382356584537
"Aqp5",0.542868824867201
"Mxra7",0.542687576212178
"Ptgs1",0.54232904656607
"Neurl1b",0.54221524042173
"Dynll2",0.541617740749296
"Tcerg1l",0.541270749139041
"Hs3st1",0.540937322305434
"Gprc5b",0.540922391383851
"Khdrbs2",0.540828004951017
"Clstn2",0.540678838653506
"St8sia4",0.540149434111124
"Gabra5",0.540067799981338
"Cdh7",0.539901849549327
"E530001K10Rik",0.53968888182842
"Zbtb18",0.538885940903349
"Nptx2",0.538470436681626
"Thrsp",0.53832428856992
"Nell1",0.538278771190088
"Gadd45a",0.538045849017021
"Slc44a5",0.53725257339659
"Gsg1l",0.536207964765382
"Ptpre",0.535658814079985
"Pde1c",0.535276835939351
"Ntrk3",0.534994611456041
"Tenm3",0.534216032149079
"Trib2",0.533772121078977
"Drd1",0.533351195019386
"Col5a1",0.533312078775628
"LOC105244376",0.533129147125098
"Sytl2",0.532079515793476
"Grin2a",0.532021018844623
"Scn2b",0.53188249652337
"Ctgf",0.531743479284799
"E130012A19Rik",0.5316530365819
"LOC105245487",0.531633106167318
"Synpo",0.531547427199288
"Opcml",0.53140140306036
"Vat1l",0.531347903080564
"Hbegf",0.531276153100145
"Runx1t1",0.530901173707748
"Enc1",0.530860530871114
"Rims3",0.53066471883426
"Cacna1e",0.530386920974271
"Cacng5",0.530005909312523
"Slc8a2",0.529898182742899
"Unc5c",0.5297076807227
"Syt17",0.52955891579087
"Kcnip4",0.529345605678316
"9630002D21Rik",0.529064513572827
"Rnf144b",0.528710463660982
"Rgs9",0.528489364252718
"Zar1l",0.52835073127358
"Plxnd1",0.528337752897597
"Ankrd55",0.528039849705546
"Kcnj4",0.528031798497635
"Kctd12",0.52754887944008
"Lppr3",0.526976613068377
"Tmod1",0.526927822748215
"Ptchd2",0.526923323617765
"Bend5",0.52646352530527
"Snca",0.526378370305943
"Bai2",0.52617686266978
"2310075C17Rik",0.52610276237977
"A830009L08Rik",0.525996516826794
"Ccdc80",0.525990820146408
"Srgap3",0.525864017596053
"Adra1a",0.525123870594644
"Uchl1",0.525094394423087
"Nr4a2",0.524814331072637
"Itgav",0.524694189785962
"Dusp14",0.524391421549672
"Eps8",0.524339422676059
"Bhlhe40",0.524234506458123
"Egfem1",0.52407089126002
"Pkib",0.5235350008379
"Cpne9",0.523379787897697
"Mme",0.522833758907788
"Jup",0.522591420008078
"Dleu7",0.522497595552173
"Llgl2",0.522368934769771
"Prmt8",0.522293919575085
"Ext1",0.522214947120252
"Hspb3",0.522131780082248
"Dpp10",0.522128462189157
"Wls",0.521966804813675
"Fibcd1",0.521914406225948
"Fam189a1",0.521678086173646
"Ncam2",0.520918410679073
"Lrp1b",0.520812429980941
"Cacng3",0.520749711101168
"Klhl14",0.520615738076084
"Clstn1",0.5206121235708
"Qrfpr",0.519899182148752
"Pbx3",0.51964781753466
"Pcdhgc5",0.519024009234489
"Rab40b",0.518978799255454
"AF529169",0.518922040358368
"Fmnl1",0.518709971230495
"Cpne4",0.518587922130624
"Tubb2b",0.518554305411274
"Rspo2",0.518475487837474
"Camk1g",0.51823410730271
"D030045P18Rik",0.517862793292244
"Doc2a",0.517737675701006
"Glt8d2",0.517595616678253
"Rell1",0.517222002743519
"Sphkap",0.516546486555588
"Gng13",0.516490773519274
"Snrpn",0.516470101581386
"LOC102636041",0.515783783442517
"Rgma",0.515403872330807
"AI413582",0.515369967531833
"Fam150b",0.515365456271118
"Zdhhc22",0.515246401008854
"Rspo1",0.515097997532262
"Fam163a",0.515072825449002
"Col24a1",0.515072076511695
"Camk2d",0.514880494469198
"Socs2",0.51471001025831
"Efna1",0.514692690976647
"Tbata",0.514393375262669
"Ifitm10",0.514351240276245
"Limch1",0.514250736181515
"Fam49a",0.514238333385388
"1110032F04Rik",0.514199146494757
"Lhfpl5",0.513935996615228
"Mast3",0.513898412333885
"Pip5k1b",0.513018596782121
"Npr3",0.51295304656069
"Mn1",0.512804679456811
"Hlf",0.51263972117026
"Arhgap24",0.512059054105842
"Elmo1",0.511820485690398
"Gca",0.511572317453165
"Icam5",0.511419341421216
"Barx2",0.511195375620615
"Zeb2",0.510668074950696
"Mapk11",0.510509956073815
"BC030499",0.510304282354734
"Rab3b",0.510211055428254
"Tmem108",0.510167938206966
"Mtcl1",0.509407151226753
"Pdzrn3",0.509405697772241
"Cst6",0.509221303760209
"Syt7",0.509054017856392
"Myo5b",0.508879344273092
"Lrrc4c",0.508846018390572
"Rnf39",0.508138545773454
"Unc13b",0.508052787216832
"Dab1",0.507947098016178
"Cntn4",0.507704169328572
"Col11a1",0.507649540195556
"Frmd6",0.507258361023502
"Gad1-ps",0.506959982967311
"Rcan2",0.506777820243337
"Chat",0.506748123782523
"Plch2",0.506339932200579
"Cntn6",0.506215627672672
"C1qtnf7",0.506050948795203
"Ddit4l",0.505906758472631
"Adcy1",0.505888253992763
"Tspan9",0.505802435568635
"Gdpd5",0.505696135123321
"I830012O16Rik",0.505235250859755
"Hrh3",0.505225736271747
"Pxdc1",0.505021316005553
"Gng7",0.504882189726905
"Zfp804a",0.504370338512212
"Sema7a",0.504347046579837
"Lama4",0.504137402382639
"Sfrp2",0.504009763816238
"Stard13",0.503856469966258
"Amn",0.503846018076324
"Ltk",0.503566914587164
"Stxbp2",0.50331989307224
"Cygb",0.50331759897616
"Grik4",0.503000407465872
"Man1a",0.502689385307167
"Prdm1",0.502648047385441
"Lsp1",0.501611633562794
"Igfn1",0.50143708327012
"Nwd2",0.5012325025143
"Myo1e",0.499918596429413
"B3glct",0.499889593345275
"LOC105246832",0.499807699055605
"Crygs",0.499740546283306
"Lxn",0.499518020836499
"Cplx2",0.499495496869522
"Zfp941",0.499423839634269
"Lmo1",0.499162176374085
"Mdga1",0.499032000796161
"Endou",0.498956025919016
"Snx8",0.498904223139725
"4930426D05Rik",0.497698705558432
"Hopx",0.497449489667437
"LOC102638670",0.497400730963014
"Ngef",0.497299461995057
"Cdh4",0.497242204044242
"Dscaml1",0.497048867746042
"Serpina12",0.496961503228405
"Mctp1",0.496909908661683
"Spats2l",0.496726534592928
"Poc1a",0.496204346218507
"4930452B06Rik",0.495715780433258
"Plcxd2",0.495701732703255
"Pcsk1",0.495601212837744
"LOC105245190",0.495485346697657
"Gpr176",0.49538312780021
"Gpr150",0.494546818663162
"Nkain3",0.493993227318769
"BC030867",0.493737421937333
"Cdh8",0.493538940783123
"Pcbd1",0.493345226905344
"A830018L16Rik",0.492932969686765
"Scn4b",0.491713166210101
"Car7",0.491296224419822
"Fam114a1",0.49107058971157
"Arhgap15",0.490963903176797
"Flt3",0.490869312140806
"Mrap2",0.490781579177281
"Tshz2",0.490342798490408
"Gcnt4",0.490081677412024
"Fbxl7",0.489998835675764
"Tacr1",0.489849738560274
"Sertad1",0.489629698941514
"Ankrd34b",0.489622653285866
"Kcnc1",0.489222886278444
"Trpc4",0.489089308444616
"Raver2",0.489028584499879
"Tmem132e",0.48885240182736
"Rab26",0.488764455587728
"Gadd45b",0.488664604580707
"Dusp18",0.488617624707079
"Cntn5",0.488471162399046
"Apbb1ip",0.48844880478664
"P2ry1",0.488385148202232
"A330009N23Rik",0.488352632545042
"Il12a",0.488343641930281
"Camk1d",0.488045674524354
"Dnajb5",0.487736539782927
"Cdkl4",0.487703850874898
"Camk4",0.487672112551278
"Chrna5",0.487648732702943
"Boc",0.487570601705675
"Colq",0.487387691741613
"Slc35g2",0.487046839226582
"Ano4",0.486985764114073
"Egr1",0.486921878088917
"Arhgef28",0.486782692593299
"Neto1",0.486576604241096
"Efna5",0.486561277084538
"Nenf",0.486336158775653
"Gpr139",0.485115644784053
"Rasd2",0.484750517895725
"Wnt5b",0.484724425679784
"Zfp703",0.484622826935039
"Frmpd1",0.484442484728233
"Il11ra1",0.484033238644121
"Ntn1",0.483933963190047
"Tle4",0.483707763003276
"Gabra2",0.483501612978905
"Phactr2",0.483135197516742
"Cdkn1a",0.482532048049934
"Tmem200a",0.481652182572354
"Chrm3",0.481604439090538
"Fam131c",0.481404941849876
"Ece2",0.481135413786225
"Abcc4",0.48081554697119
"Cd7",0.480370687178326
"Nrip3",0.480220232667457
"Rasgef1c",0.479884514525018
"Slit1",0.479847050433786
"Snx7",0.479818502778665
"Ank1",0.479580133246114
"Klf3",0.479346521630074
"Nrsn2",0.479094274038037
"Epha6",0.479054117177602
"Ngb",0.478974458778344
"Rasgrf1",0.478786139483359
"Rsph9",0.478707395264457
"Cnn3",0.478703778276454
"Tm6sf1",0.478394115229055
"Syndig1l",0.478130316230375
"2900026A02Rik",0.478122884290281
"Dennd2a",0.477769523879322
"Hrasls",0.47740027848684
"Bok",0.477208722743179
"Adssl1",0.477176793367861
"Zfp467",0.476982578515849
"Medag",0.476317925959252
"Chrna2",0.475960495950551
"Cntn3",0.47546437757945
"Nrep",0.474160189828725
"Zfp831",0.473920865292725
"Adamtsl2",0.473584653354696
"Nts",0.473487873870215
"Esrrg",0.4732841842182
"Cd55",0.473274353936931
"BC006965",0.473084523481788
"Kctd16",0.472983129273204
"Cdh10",0.472886088237912
"Mtss1",0.472867126275202
"Rgs20",0.472696551528284
"Cgref1",0.472567565299476
"Gprin3",0.472463986130407
"Sel1l3",0.472284415201688
"Gnal",0.472227206343114
"A330070K13Rik",0.47197402881096
"Hdac9",0.471818147239294
"Map3k5",0.471817006594943
"LOC102640573",0.471726890335902
"Gulp1",0.471636510888607
"Rassf2",0.4715785158392
"Nos1",0.471547437061759
"Rimbp2",0.471356913243966
"Lrrc55",0.470727550021587
"Hpse",0.470665722629633
"Prdm8",0.470642170682403
"Myh4",0.470130592925847
"Spata2l",0.47011945365439
"Runx2",0.470013068451137
"Epb4.1l4a",0.469806564816931
"Rxrg",0.46979909244129
"LOC102633724",0.469749115014363
"Slitrk1",0.469716834400124
"Vat1",0.469564763962021
"Nos1ap",0.4692494510367
"Pacsin3",0.469196645030246
"Nr4a3",0.46873239355594
"Bcar3",0.468649143697538
"1700019D03Rik",0.468570192895053
"Cav2",0.468507104260766
"Steap2",0.468434339978864
"Tmsb10",0.468418436082128
"Zdbf2",0.468286529501697
"Rnf152",0.468064096094461
"Tmem150c",0.467978285649567
"Miat",0.46774196971565
"Slc24a4",0.467571907987998
"Tgfb3",0.467532470043198
"Mfsd4",0.467473162055759
"Cdh11",0.466748335414712
"Rnd3",0.466734830814197
"Frmd5",0.466505713146561
"Rbfox1",0.466489384652255
"Hunk",0.466187914054362
"Ppp1r14c",0.465421952860381
"Fbxo32",0.465316042431641
"Rph3a",0.464532604219524
"Sema6d",0.464502862994796
"Zfp608",0.464498501816805
"Timp2",0.464149307842984
"Sult2b1",0.463125645855213
"Stk32a",0.462820510153191
"6530403H02Rik",0.462812482730061
"Robo3",0.462803999311258
"Bend4",0.462497267045294
"Sowahb",0.462448617590507
"Diras2",0.462113082695259
"Csmd3",0.462073144374379
"Tmem145",0.462047565487418
"Kcnh1",0.461669683901456
"Cdh20",0.461334209446703
"5330416C01Rik",0.460883586721102
"Vipr1",0.460731773913261
"Peak1",0.460308933776911
"Kcnab3",0.460188669275457
"LOC102635502",0.460024778161327
"A230070E04Rik",0.459326382337078
"Sla",0.459162755255945
"Pvrl1",0.45905737831242
"Elavl2",0.458942004615062
"Herc6",0.458694591586273
"Fras1",0.458604682597932
"Ptgs2",0.458422913078867
"Adamts3",0.458376712485201
"Fam19a5",0.458216246646405
"Trpc3",0.458204892985428
"Hsd11b1",0.458098797514048
"LOC105242710",0.457508572565116
"Cbln1",0.457346571803881
"Robo1",0.457342790025539
"Chsy3",0.457338452992009
"Pradc1",0.456521977339007
"Cxx1a",0.456354200569711
"Nr4a1",0.456269511872706
"Wbscr17",0.456127831079902
"Nmbr",0.456020506059128
"Dclk3",0.45599622483284
"Pxdn",0.455924378192881
"Serpina3n",0.455922684060583
"Ell2",0.455891814269251
