"Gene","BetaScore"
"Rnaseh2b",0.351956060906454
"Cds1",0.351599170315779
"Dlgap3",0.351482842955903
"Fgf5",0.351429588784915
"Lgals8",0.351423404343339
"Gpr25",0.351421948978198
"Cacnb1",0.351380197665453
"Tgfb2",0.351365252040433
"Anxa6",0.351321173501146
"Dffa",0.351304350144541
"Clcn2",0.351287542796667
"Clnk",0.351180954016976
"Galk2",0.35117963918953
"Klhdc8b",0.350905321996167
"Lsm11",0.350838719364328
"Evc2",0.350727986160483
"Snx25",0.350727667889572
"Jph1",0.350712296995503
"Hs3st5",0.350436164352653
"Pid1",0.350329167827143
"LOC105246048",0.350191053718137
"Clrn1",0.350153697147216
"Prkd1",0.349773303766635
"Mef2c",0.349713107868426
"Ccs",0.349621151515624
"Fchsd1",0.349595851251319
"Bcat1",0.349587768196176
"Rimklb",0.349556747349595
"Fgf18",0.349543725262467
"Gpr6",0.349460433689904
"Dsel",0.349390643580533
"Efna3",0.34936029645678
"Angptl6",0.349357464838647
"Tle2",0.349111108953514
"Smpd3",0.348957903115534
"Pam",0.348938666553672
"Tmem41a",0.348934807384068
"6530411M01Rik",0.348926629822051
"Rab3ip",0.348892399116137
"Yes1",0.348849850387922
"Cdkl2",0.348656859592192
"Gstm6",0.348599412082437
"Ydjc",0.348561738711896
"Zdhhc18",0.348560451736576
"Layn",0.348530794582916
"Bean1",0.348444625201592
"Trpv6",0.348028744791049
"Tmeff1",0.34785117504723
"A830021M18Rik",0.347832480433184
"Adam18",0.347804081281329
"Doc2b",0.347573140901463
"Arl15",0.347306358593486
"Elovl5",0.347140887505404
"Manba",0.347031941161182
"Orai3",0.346995653409696
"Sepn1",0.346982966459484
"9530091C08Rik",0.346963463045176
"Ppapdc2",0.346920356801129
"Triqk",0.346907977469332
"Astn2",0.346898947710326
"Chga",0.346797908130468
"Lipg",0.346657545677879
"Ccdc126",0.346608886522442
"Vsig2",0.34637367748584
"Zyx",0.3463578364897
"Cdkl1",0.346239387122038
"Faah",0.346165638420978
"Prkra",0.346132584646422
"2610034B18Rik",0.345994418510096
"Nme7",0.34596283698219
"Rell2",0.345934887217554
"Rapgefl1",0.345894331366569
"LOC105243200",0.345893746959693
"5033430I15Rik",0.345874532512617
"Grhl3",0.345629303841997
"Sh2d5",0.345586536141202
"Olfm2",0.345573715805584
"Glrx",0.345562623660848
"Ankrd50",0.345483532358384
"Arhgdig",0.345198721561075
"Foxo6",0.344966719838959
"Rangrf",0.344896289153023
"Shf",0.344891539235942
"Inhba",0.344854626491677
"Acot1",0.34474427214891
"Ebpl",0.344610868650955
"Pwwp2b",0.344528833703424
"Psd4",0.34447211385723
"Samd14",0.344468162184391
"Sec24d",0.344399674051774
"Adrbk2",0.344344417389643
"Lrfn2",0.344223825348101
"Slc8a3",0.344179037046888
"D430036J16Rik",0.344120263533603
"Mkl1",0.344054168472516
"Gcnt2",0.343885752291775
"Celf6",0.343800387986539
"4833422C13Rik",0.343785308230105
"Scml4",0.343724957886954
"Rxra",0.343699868176458
"Gpr22",0.343667799796847
"Mina",0.343640872806999
"Agap2",0.343624873971777
"Coro1c",0.343421352857073
"Pitpnm3",0.343415189853341
"Slc7a14",0.3433908919621
"Limk1",0.343287220706328
"Ccdc74a",0.343182741430043
"Myh13",0.343109597702548
"LOC102634429",0.343043365993192
"Snhg4",0.343034885064817
"Fhad1",0.342671072975127
"Grm4",0.342514054115024
"As3mt",0.342462392769204
"Insl6",0.342344143744999
"Kif17",0.342340702215158
"Mc4r",0.342247384984506
"Hkdc1",0.341981021557753
"Dyrk3",0.34194270318268
"Stard4",0.341891403740475
"Ptprj",0.341840802551872
"Uck2",0.341756797966529
"Grip2",0.341697756527243
"Eps15",0.341623603979729
"Grid2",0.341592803240388
"Srf",0.341414509976839
"Efcab1",0.341338188906606
"Bag3",0.341330730341103
"Hspa12a",0.341326785240576
"Baiap3",0.341319353932659
"Sh3rf3",0.34130536227132
"Tet3",0.340992412040785
"Cdpf1",0.340957807869495
"Lgi1",0.340946389903541
"Acta1",0.340757049370659
"Mro",0.340751406235182
"Acvr1c",0.340710744796702
"LOC105243444",0.340412161423638
"Cacnb3",0.340366152827107
"Tspan2os",0.340356641745897
"LOC100861727",0.340335296327726
"Cptp",0.340102779537232
"2010204K13Rik",0.340097515853914
"Cda",0.340052877888781
"Sag",0.339964924434961
"Pcsk2",0.339897929147104
"Tiparp",0.33980422787453
"4930500J02Rik",0.3395184770669
"8030451O07Rik",0.339485104987955
"Cetn4",0.339473857567817
"Nans",0.339448836901257
"Wasf3",0.339443789242377
"Lin28b",0.339408991030682
"Arhgap22",0.339326243897815
"Nuak1",0.33929324550094
"Cyp26b1",0.338911210617668
"Rhbdl3",0.338906874098696
"Zkscan16",0.338749550476708
"Prkaa2",0.338670816127924
"Dcbld1",0.338599669746911
"Rab27b",0.338590214202795
"Resp18",0.338510865642485
"Sbk1",0.338447799532617
"4930447C04Rik",0.338224065166171
"Tmem151b",0.337988042254054
"Ankrd37",0.337813748829313
"Ppp2r1b",0.337608902099456
"Mypn",0.337575233476201
"Nol3",0.337418520130367
"Bglap3",0.337408168578834
"LOC105245255",0.337362636170928
"Usp1",0.337055749598543
"Mgll",0.33704603929216
"Dtx4",0.336780989851259
"E130311K13Rik",0.33672298855056
"Nudt4",0.336716641723923
"Sacs",0.336166304372888
"Otub2",0.336062450947885
"Hs6st1",0.3360106966431
"Adamtsl1",0.336002301755092
"Prok2",0.335742563762934
"Dok4",0.335672839175735
"Fam20c",0.335672754742467
"Adcy8",0.335344896562807
"6430548M08Rik",0.335242250851188
"Cacnb2",0.3350273681618
"P4ha1",0.334979275106937
"B230216G23Rik",0.334928536152708
"Dgkh",0.334886342444259
"Kiz",0.334877859368509
"Sirpa",0.334846936504635
"Pmfbp1",0.334699582384976
"C130030K03Rik",0.334670982226506
"Tmem56",0.334650570768038
"Lrrc75b",0.334592793815331
"Sirt7",0.334456513674232
"Acat2",0.334348236425671
"Fbxo6",0.334252459783824
"Zfp367",0.333998788888506
"Tenm2",0.333866496501617
"Eva1c",0.333815018475188
"Dlg5",0.333764722747382
"Rsph3b",0.333622947264242
"Map2k6",0.333577690008665
"Ccne1",0.33356878737248
"Prickle1",0.333536798233976
"LOC105246604",0.333499654742275
"Cabin1",0.333407248316247
"Dpy19l3",0.333404634029595
"Cdh2",0.333386442136469
"Ptprn2",0.333036811366583
"Ormdl1",0.332864733198213
"Camkk1",0.332656646737885
"Xkr4",0.332581221056846
"LOC105245006",0.332572466039223
"Sac3d1",0.332502339553798
"Fam217b",0.33247582441287
"Klf9",0.332447718093397
"Grin2d",0.332431950641637
"Eif2b2",0.332413405455458
"Gfra1",0.332402725869022
"Nudt7",0.332345798422622
"Ing2",0.332289452850887
"LOC105246093",0.332222088853376
"LOC105243280",0.332068689305117
"Mir568",0.331862411300374
"Kcnj11",0.331806098912951
"Eme2",0.331245094345516
"Pgr",0.33091404478431
"B9d1",0.3306393395251
"Snn",0.330593821523858
"Kremen1",0.330569681105548
"Hap1",0.330439264311486
"Khdrbs3",0.330280316567348
"LOC105247151",0.330278900493876
"Brinp1",0.330273042135566
"4833415N18Rik",0.330167942991558
"Sstr3",0.330114811301252
"Dnajc21",0.33009752642681
"Egr2",0.330087824410306
"Zfp239",0.329783037696333
"Ntm",0.329719504829462
"Cables2",0.329621127055243
"Chl1",0.329376772795186
"Ppm1l",0.329170420965906
"March4",0.329133597880831
"Ifngr2",0.329084033882726
"Pclo",0.329007613242471
"Rad51ap2",0.328689768507072
"Isoc2b",0.328605462330703
"Fcor",0.328436261417965
"Mpp3",0.32835159748554
"Tex2",0.328230262895539
"Grm5",0.328227826592076
"Neurl1a",0.328225462408602
"Tom1",0.328215909993807
"Krt222",0.327960136605352
"Tmem218",0.327818645420532
"Tle3",0.327784177318283
"Otulin",0.327681423149263
"Sidt1",0.327557359508296
"LOC105242595",0.327556918270757
"Tmem19",0.327477317843063
"Daam1",0.327407217266879
"Napepld",0.32737494652853
"Wdr54",0.327320016417703
"Dst",0.327120304784791
"Exoc6",0.327014831161768
"Chid1",0.327004533312495
"Nphp1",0.32694725426818
"LOC102633497",0.326912603636605
"Lrrc27",0.326774309996265
"Amotl1",0.326737071026123
"Glt28d2",0.326716850480146
"Nudt17",0.326674057549678
"Mansc1",0.326655300392642
"Syngr3",0.326326465564573
"Mir22hg",0.326263754439462
"LOC105243129",0.326188175565589
"Idnk",0.326125671608904
"Per2",0.325968314293166
"C130026L21Rik",0.325900169503994
"Epha5",0.325742633910409
"Hspa1b",0.325601461970275
"Stk19",0.32547109658566
"Ccdc43",0.325461704075165
"BC049635",0.325367592647306
"Hdac7",0.325319673909557
"Gfod1",0.325118812859181
"Vstm2a",0.32501659477544
"Mctp2",0.324964955575433
"Ap3b1",0.324781799745559
"Twf2",0.324779054799966
"Frs3",0.324750631952756
"Jsrp1",0.32470114134247
"Ccnd2",0.324645333873195
"Wdsub1",0.324563388600708
"LOC102636808",0.324425276023271
"Park2",0.324409662331188
"Dusp19",0.324324700637666
"Hivep1",0.324222299821119
"Cmtm4",0.324090937824126
"Dnaja4",0.323987095722157
"Sp3os",0.323972972317635
"Mycn",0.323588481402103
"Lig1",0.323528156554313
"Efcc1",0.323412096862049
"Hnmt",0.3233648738994
"Prep",0.323340860153776
"Slc5a6",0.323138679395826
"Pak6",0.323026213408449
"Atp9a",0.323011703916632
"C030006K11Rik",0.32274727294647
"Mterf2",0.322725045725266
"Nrbf2",0.322720102025615
"A930005H10Rik",0.322642370831431
"Ablim2",0.322593377992886
"Slc45a4",0.322504531334811
"Trmt12",0.322468408981603
"Rab36",0.322443705119321
"Stim2",0.322345273570432
"Adam23",0.322320895043856
"Stk32b",0.322187298828523
"2410016O06Rik",0.322056598332882
"Snrnp25",0.322028866829316
"Noc4l",0.321975780838713
"LOC102635707",0.321954642685966
"Hs2st1",0.321924066103506
"Slc1a4",0.321864006913136
"5330417C22Rik",0.321850950180419
"Galt",0.321823727282567
"Gpr161",0.321758655547173
"Garem",0.321749053857219
"Pde2a",0.321697137851131
"Fggy",0.321690954972361
"Kcns2",0.32158961077694
"Kctd6",0.321568375698658
"Hilpda",0.321502183100585
"LOC105243198",0.321427708027438
"Srd5a3",0.321391008246984
"Fkbpl",0.321287772542125
"C1ql2",0.321261506115835
"Abcg4",0.32125248179617
"Ddt",0.32121175852789
"Gpr52",0.321120281856015
"Dusp4",0.321027132268862
"LOC102640985",0.320875003014995
"Nat9",0.32078731134702
"Drd2",0.320666811952538
"Synpo2",0.320577787367314
"Osbp2",0.320558800716183
"Kcng2",0.320437159780309
"A830029E22Rik",0.320370422355293
"Wdyhv1",0.320332512077056
"Nudt16",0.320230484774981
"Emilin2",0.320205033839175
"Sipa1",0.320157418373706
"Pappa2",0.320089211471686
"Abi3bp",0.320074534960572
"LOC105243541",0.320051478661236
"Fam155a",0.319992498673002
"Dgkg",0.319949432289007
"Exosc6",0.319750078819554
"Plagl1",0.319678980647309
"Cirh1a",0.319593938783533
"E330009J07Rik",0.319429499903034
"Dpf3",0.319299898985283
"Rara",0.319256529297193
"Gramd2",0.319242033209506
"Tmem63c",0.319240961496004
"LOC102639429",0.319204626250273
"Uchl3",0.319189951738623
"Amdhd1",0.319019658437368
"Plk5",0.318981271142111
"Hsf4",0.318966529748651
"Rcc2",0.318821559511123
"Pgm1",0.318746129640001
"Ccdc28a",0.318655470169584
"6330416G13Rik",0.318560167997687
"2900008C10Rik",0.318471832136264
"Ttc28",0.318469802564052
"Ccng1",0.318437826988878
"Kcnb2",0.318401354755772
"Rhobtb2",0.318364293831965
"Thop1",0.318143013167343
"Nipa2",0.318048568838971
"Acvr2a",0.317986771333334
"D1Ertd622e",0.317866327668779
"LOC105242741",0.31777798608149
"Fam134b",0.317716282795907
"Fam174b",0.317687332744768
"Pparg",0.31753397417674
"Dchs1",0.317490573414276
"Numbl",0.317470366364374
"Sh3bp1",0.317450682770905
"Pafah1b3",0.317436376389143
"Map2k5",0.317405868205341
"Gpr3",0.317365298631433
"Dusp28",0.317280510667407
"Stradb",0.317169030386239
"Palm2",0.317087666721835
"Dpf1",0.317064888591428
"Plcb4",0.316996377398254
"Slc6a15",0.316948875922446
"Adamts17",0.316931276304421
"Nr2c2ap",0.316926600074452
"Trim66",0.316922699240151
"Rab8b",0.316842598146657
"Tiam1",0.316838896787314
"Ephb3",0.316833140735313
"Etohi1",0.316814892137606
"Kirrel",0.316804329763296
"1810010H24Rik",0.31676459613393
"Cryba2",0.316756181857869
"Rnf24",0.316736727885812
"Dcaf6",0.31667750810374
"Mei1",0.316640194854646
"Samd10",0.316576448342691
"Sigmar1",0.316566035767966
"Gtdc1",0.316556158534955
"Mfsd3",0.316546541154362
"Atp8b2",0.316526207373126
"1700003E16Rik",0.316491798176372
"Plxna1",0.316431295451815
"Gpr39",0.316427941902602
"Mal2",0.316326578090157
"Phf23",0.316217546750859
"Stmn1-rs1",0.316194676199395
"Inhbb",0.31610002545598
"Stk39",0.316074504794778
"Cerk",0.316041390299972
"B230217O12Rik",0.315953753132157
"Ttll11",0.315876043340663
"Pygo1",0.315831274612305
"LOC105243853",0.315828086035909
"Tmem107",0.315690972464013
"Kbtbd11",0.315623709111827
"Snx24",0.315621080059808
"Prr7",0.315573464253721
"Syngap1",0.315547705551393
"Cachd1",0.315394640539545
"Mir344g",0.315389112796574
"LOC105245305",0.315300190664836
"Sncaip",0.315159129241268
"Hpca",0.314991775398387
"Sike1",0.314985892554352
"Klhl1",0.314843801092342
"Sqle",0.31478845685835
"Alox8",0.314537809904324
"Fancl",0.31448484443647
"Ncald",0.314444385609677
"Gpr21",0.314398234365546
"Cwh43",0.314392158507885
"Rps6ka5",0.314348314255335
"Fam110b",0.314322055650358
"Dfna5",0.314303291713085
"Ogfod3",0.314246116723595
"Atp9b",0.31423963506915
"Pcsk2os1",0.314130556616995
"Rab22a",0.313735090624864
"Zfp931",0.313725924036678
"Exosc5",0.313677692591682
"Azin2",0.313595112227971
"G6pdx",0.313585990646247
"Fads6",0.31354291344726
"Mesdc1",0.313526504598393
"Zbtb16",0.313507707851594
"Nedd9",0.313476202416901
"Rpa3",0.313405198668898
"Glmn",0.313398865349292
"Bet1",0.313312181673497
"Manea",0.313274709590714
"Tmem120a",0.313199398675394
"2210408F21Rik",0.313170230204226
"AI504432",0.313059971034958
"Gpr180",0.312946365383682
"Nup93",0.312875924971148
"Enkd1",0.312873704739158
"Npsr1",0.312807042140632
"Abca5",0.312764048021821
"Uap1l1",0.312606561712186
"Dync2li1",0.312492001143321
"Gucy1a2",0.312438649509637
"Apeh",0.31228202526772
"Ifitm7",0.312220673945069
"Fbxo27",0.312216091814575
"Coro2b",0.312101835254894
"Caps2",0.31205541750404
"Dgkz",0.312023800533411
"Csdc2",0.311962949449444
"2310067E19Rik",0.311948312715476
"Tmem180",0.311849384488008
"Spata2",0.311721122008065
"LOC432842",0.311712310021636
"Tacr3",0.311679148510145
"Atg5",0.311668220675664
"Smyd4",0.311552385661991
"Ppp4r4",0.311379708891151
"Kif26b",0.311334597368977
"Zbtb8a",0.311325772049297
"Mroh1",0.311215932148281
"Bcas3",0.311190799195556
"Vash1",0.311087761776401
"Adamts16",0.311057426884246
"Cap1",0.310992421394151
"Dck",0.31094013143475
"LOC102639456",0.310739938941792
"Scrt1",0.310711728699448
"2310011J03Rik",0.310644972230282
"Mgat4a",0.310622260721635
"Rsph3a",0.310538932447961
"Arhgap20",0.31052114565817
"Ptgr2",0.310230592013669
"D3Ertd751e",0.310226977342542
"Commd5",0.310062596179579
"Uap1",0.31005890222321
"Stx1a",0.31001658775021
"Dzip1",0.309994788059325
"Tnks1bp1",0.309974358969091
"Cntnap5b",0.309879496409352
"Mpp7",0.309874889956931
"Has2os",0.309814437742322
"Rwdd2a",0.309628516414359
"9630033F20Rik",0.309616668505738
"Smyd5",0.30957644478917
"Wbp1l",0.309439926211163
"Pik3ip1",0.309416654709367
"Irgq",0.309294090627976
"Hsd17b12",0.309254446834951
"LOC102640344",0.309229373750583
"Grip1os1",0.309228237768458
"Hcn3",0.309212529872096
"Rnaseh2a",0.309025532857279
"Snx31",0.308958220541776
"Tcp11l2",0.30892473097049
"AI593442",0.308909251147831
"LOC105247120",0.308884974281985
"3110002H16Rik",0.308884654485247
"Adam10",0.308827735226765
"Kcna2",0.308769635718289
"Wwox",0.308741931906056
"Pdgfc",0.308693732699927
"Fam78b",0.308597666972758
"Dus1l",0.30856733058869
"Mis18a",0.308556511010599
"Cntnap1",0.308505731806956
"Syt3",0.308493775233412
"Slc39a6",0.308406044044148
"Cyb5r4",0.308386939983324
"Fads3",0.308355515733526
"1810043G02Rik",0.308300775328269
"Tubb4b-ps1",0.308286110020205
"9230114K14Rik",0.308272964286093
"Riiad1",0.308250161444334
"Nkiras1",0.308230786376342
"LOC105246134",0.308200572770777
"Myadml2",0.308108969530752
"Armc6",0.308103697361299
"Podn",0.308078442714039
"Kcnj12",0.30803510084813
"Ptgs2os",0.307941065797607
"Myo5a",0.307855264953684
"Zfand2b",0.307851328169516
"Il15ra",0.307839999760635
"Sp7",0.307835900688257
"Mab21l1",0.307797381511092
"Pcdhgc4",0.307778035037069
"Sord",0.3077713756197
"Dcbld2",0.307675741249012
"Banp",0.307635636229923
"Fam98c",0.307583538947054
"Nrxn3",0.307498905454345
"Ift57",0.307374503171658
"Flrt1",0.307371627194487
"Git1",0.307338844264595
"Lrrtm3",0.307271506140439
"Furin",0.307209112349259
"Rfx3",0.307154304585906
"Paqr4",0.307113773830683
"Gpatch4",0.307109924773236
"Stx18",0.307108608172397
"Akap7",0.307017611655533
"Gba",0.306869736698686
"Fam131a",0.306853817711013
"Zfp688",0.306812036353391
"Zdhhc8",0.306799039891748
"Dhx32",0.306756138259877
"Fam151b",0.306755423010828
"Cnst",0.306653676981063
"Gdap2",0.30664843666391
"Fam171a1",0.306644673901679
"Pik3r6",0.306601902598891
"Nr3c1",0.306357663698004
"Timeless",0.306219424000983
"Sumf1",0.306173681828887
"Smad2",0.306036689191308
"Zc3h8",0.306022703139959
"Odf3l2",0.305977768265597
"Stk38l",0.305796629359656
"Mdm1",0.30562427503645
"Zfp945",0.305508668909989
"Ppil1",0.305340798977494
"Trpt1",0.305288884352162
"Katnbl1",0.30515460625757
"Osgin2",0.305153110383536
"AI854703",0.305114494101188
"Klf16",0.30502256163799
"LOC105247116",0.304904136455095
"Fkbp14",0.304873903474811
"Bbs9",0.304821897721337
"Zfp593",0.304768730533472
"2210408I21Rik",0.304740513146781
"St3gal2",0.304705853344898
"Sptssb",0.304696525737522
"Lrrc8d",0.304623811426796
"Rhov",0.304566987192823
"Dpysl4",0.304544609905757
"Lsm10",0.304525215161646
"Stambpl1",0.304519557241598
"Coro1a",0.304349628700994
"Slc50a1",0.304329735463893
"Tcta",0.304301804457038
"Etnk2",0.304177667727376
"Ngly1",0.304166898511325
"Susd2",0.304126439417128
"Dpp3",0.304097552077857
"Kcnma1",0.304075011067072
"Cabp1",0.304031084682234
"Fbxo18",0.303997119344624
"Cdh24",0.303951877983618
"Cdc40",0.303939406579362
"Ubxn8",0.303893285721176
"Pelo",0.303869744138232
"Aen",0.303837255029818
"Samd4",0.3035928868523
"Lrrc8c",0.303468439977663
"Nup50",0.303437021992629
"Syt13",0.303436634285216
"Dcun1d2",0.303331384128472
"Stt3b",0.303318956878233
"Rad51d",0.303276865722244
"Diras1",0.303249576365241
"Acvr1b",0.303131717951679
"Nav3",0.303129762531538
"Dennd4a",0.303112954128954
"Znfx1",0.303097956440403
"Sh3yl1",0.302968582770119
"Jakmip1",0.302940905205423
"Msto1",0.30293770466742
"Dpp9",0.302933585992769
"Syt9",0.302924615825134
"Tspan18",0.302887166706499
"Qars",0.302770762313562
"Zfp652os",0.302757925253906
"Alkbh2",0.302740173981227
"Ccdc113",0.302637483401936
"Phospho2",0.3026179998958
"Sla2",0.302546433416785
"Zfp697",0.302533807403817
"Kcne4",0.302495672691741
"Nudt14",0.302416940447582
"Zdhhc13",0.302359051362716
"2810025M15Rik",0.302344633258939
"Dmkn",0.302338397090279
"Ttpal",0.302336446748184
"Tub",0.302285937559848
"Cd320",0.302269661602138
"Agpat9",0.302121801859834
"Xxylt1",0.302049012246115
"Rassf5",0.302027286971136
"Dedd2",0.301936998067523
"Jak2",0.301929254474294
"Ppapdc1b",0.301860848418473
"Gpr137c",0.30182256883018
"Gyg",0.301820526919673
"Tcf19",0.301783507267001
"Ralgapa2",0.301765734013901
"Sh3rf1",0.301759329550767
"Mfsd6",0.30174734434535
"Ttc39a",0.301729360572861
"Siae",0.301723181333001
"LOC102638110",0.301713330804736
"Mest",0.301678582767799
"Zdhhc6",0.301662578718402
"Asl",0.301621887096444
"Zswim7",0.301508696390783
"Stk4",0.301463526838754
"Lyst",0.301306677810675
"A830011K09Rik",0.301297045531139
"Fam53a",0.301174112805986
"Atxn7l3",0.301107950339149
"Fbxo16",0.301081554370697
"Haus1",0.301004478364744
"AK129341",0.300953634837523
"Dnah7a",0.300949106281792
"Rundc3b",0.300802732680186
"Fam184b",0.300753971750165
"3110040N11Rik",0.3007520184959
"Fap",0.300718398730103
"Tmem42",0.300703584441485
"Ano5",0.300678299053557
"2310003H01Rik",0.300676400419582
"Mpg",0.300611702323946
"Pitpnm2",0.300553192086182
"Dtd2",0.30042415564637
"Tln2",0.300368819092818
"Thap3",0.300196396497599
"Ccdc138",0.300175492434196
"Abcc8",0.300162859900507
"Brf2",0.300131158222214
"Begain",0.30011748685181
"Atp8a2",0.300074084863476
"Hspb6",0.300034971007317
"Cebpg",0.300013095966507
"Lrrn2",0.299852758633785
"Dll3",0.299818090225189
"Upf3a",0.299807818979337
"1810055G02Rik",0.299662420260926
"Stat5b",0.299629948586467
"Slc30a4",0.29961231340075
"Fsd1",0.299584393604261
"Arfgap3",0.299483988414099
"Spred2",0.299419203804974
"Dnah14",0.299346822870578
"Zfp101",0.299262178253494
"Bend6",0.299186613133465
"2210016F16Rik",0.299139562923871
"Fam184a",0.299108617193513
"Baz1a",0.299092444043651
"Sumf2",0.298987439040058
"C230062I16Rik",0.298948949696983
"Dapk1",0.298895052136325
"Tmem25",0.298825390611159
"Lpcat4",0.298802748034601
"Slc35f6",0.298739946238511
"Slc18b1",0.298735091063946
"Rnf149",0.298733045150884
"Socs6",0.298680855083268
"Poc5",0.298550266007977
"A230083G16Rik",0.298537211522128
"Tbc1d24",0.29853637746706
"Lrrc48",0.298443697505666
"Rgs17",0.29837100016878
"Crem",0.298366352683003
"Flywch2",0.298351710844084
"Lysmd1",0.298309069477521
"Haus4",0.298260005215958
"Ap5m1",0.298094372260476
"Trpc1",0.298014542684611
"Klf15",0.297964981454617
"Actn2",0.297947261931887
"Slc7a4",0.297935591016791
"6030458C11Rik",0.297881138168366
"3632451O06Rik",0.297846164931188
"AU022252",0.297820156856383
"Pacrgl",0.29772242200255
"Tmie",0.297706138533308
"Ufsp1",0.297586114869237
"Mpi",0.297366846368996
"Atp6v0a1",0.297352267521418
"Casp8ap2",0.297305652431203
"Gsx2",0.297297770811234
"Rpgrip1l",0.297271822548793
"Tbl1xr1",0.297222999928233
"Thumpd3",0.297165153656347
"Map3k10",0.297108683344505
"Zfp35",0.29710133099196
"R3hcc1",0.297063113080325
"Mcts2",0.297053503838118
"Hspb11",0.297045096022652
"Ucma",0.297040133192509
"Lmtk2",0.297004245268315
"Ret",0.296971087932023
"Phtf1",0.296949257430621
"Ablim3",0.296838535654868
"Tbc1d7",0.296832248858691
"Rnf182",0.296751333355392
"Fam149a",0.296744522628605
"Csnk1g1",0.296652797685578
"Glipr1",0.296652121912624
"Haus3",0.296610640438813
"Gatb",0.296596755878193
"Nacad",0.296581976799944
"Arhgap44",0.296518463912523
"Wdr17",0.296513211473125
"LOC102633149",0.296451843983217
"Kat2a",0.296433976112418
"Mtmr4",0.296398290692512
"Mbd4",0.296300735408022
"Fkbp1b",0.296288779508005
"Galk1",0.296223526910471
"Vti1a",0.29622099822384
"Xrcc4",0.296220857363074
"Mon1a",0.296170445673719
"Adap1",0.296149181864457
"LOC105247240",0.296074021696044
"Med11",0.296051758133168
"Mmp9",0.296035030590636
"Ltv1",0.296031792884487
"Mthfsd",0.296030711539037
"Dtnbp1",0.296027559628221
"Zbtb8os",0.296022651565837
"Hmbox1",0.295969140419466
"Ptger2",0.295939935003108
"Rita1",0.29589279106244
"0610009L18Rik",0.295855310789987
"Tradd",0.295804319775561
"Pecr",0.295801899539337
"Plbd2",0.295716967048108
"Rgs7bp",0.295682662288399
"Hsd17b7",0.295635595345379
"Aacs",0.295611199910815
"Btn2a2",0.295551629895773
"Ldoc1l",0.29552829134246
"Arl16",0.295417401896731
"2310040G24Rik",0.2952755103596
"Zfp296",0.29524842546829
"4930430F08Rik",0.295216495609783
"Yae1d1",0.295163339119663
"Asns",0.295129284843567
"Bcl9",0.294943990841854
"Raly",0.2948606050804
"Lrrc57",0.29481484483476
"2010320M18Rik",0.294697948949184
"Cep164",0.294656514893531
"Pno1",0.294582263515893
"Dmrtc1a",0.294534385711606
"Osbpl6",0.294313237402075
"9330179D12Rik",0.294278263540198
"Acvr2b",0.294212809483222
"Fbxo34",0.29416264995755
"Vrk1",0.29409039911762
"Aard",0.294037567820077
"Khk",0.293925454765298
"Tecpr2",0.293915323112168
"Rftn1",0.293880055474589
"Slc17a5",0.293866840933477
"Tbc1d10a",0.293813184966526
"LOC105246970",0.293809584057063
"Naf1",0.293709107252943
"March2",0.293596107781531
"A930003A15Rik",0.293594114422318
"2810029C07Rik",0.293584226408311
"Ksr1",0.293516179579393
"Vwa5b2",0.293483510494496
"Smim8",0.293442474893314
"Mphosph6",0.29343203373436
"Ica1l",0.293409617986854
"Cpeb1",0.293378859032745
"Gatad2a",0.293365851515581
"B930041F14Rik",0.293365480179382
"Rpe",0.29334809173495
"Rabepk",0.293270161756359
"Ankrd40",0.293220433892516
"Kcnk9",0.293205427783462
"Ctnnd1",0.293188041625403
"Srr",0.29315973424453
"A230051N06Rik",0.293142689560166
"Ppargc1b",0.293113703130676
"Fkbp1a-ps1",0.293105673467982
"Sh3pxd2b",0.293090510479529
"Ddx54",0.293042423767422
"1110012L19Rik",0.292989520438639
"Ipo11",0.29294843700425
"Dtnb",0.292948396059847
"Hace1",0.292797833183859
"Gxylt2",0.292778345412432
"Crocc",0.292702861902543
"Mark4",0.292465513372789
"Sgcd",0.292463995617189
"Rwdd4a",0.292430808971987
"Grik5",0.292403014620873
"Prmt7",0.292380285052669
"Ppcs",0.292347235516523
"Rfesd",0.292292249254697
"Nelfcd",0.292285198503998
"Kdm3a",0.292265837416467
"Cdkl3",0.292262746605123
"Gal3st3",0.292240537233379
"Nupl1",0.292026560667597
"Blzf1",0.291884164538192
"Traf3",0.291875424267088
"Abtb1",0.291866352531983
"LOC102633151",0.291861661973329
"Klhl29",0.291818695492697
"Rhebl1",0.291732487320967
"Rpap2",0.291731708423489
"Sergef",0.291718197227431
"Tpm3-rs7",0.291717260400796
"Ero1l",0.291687506733181
"Slitrk5",0.291647690683625
"Apba1",0.291645717340674
"Galnt2",0.291552821343531
"St6galnac4",0.291546597317683
"Tlk1",0.291478585828101
"Ppp3cc",0.291460296782697
"Commd10",0.291417336490905
"Kcnq3",0.291416242763751
"Taf12",0.291412514562438
"Pgap1",0.291338584735992
"Zdhhc24",0.291280083396466
"Ddx49",0.291213619977365
"Lonrf1",0.291083617187203
"Zdhhc16",0.291027912216837
"Cpsf2",0.290945250865091
"Nck1",0.290934374934192
"Rrp7a",0.290865184862312
"Sprn",0.290849320386904
"Mterf4",0.290840588314065
"Sgsm1",0.290740718139138
"Supt3",0.290735896278963
"Pcgf5",0.290709723167694
"Mir344f",0.290688918396541
"Lrrn3",0.290676757975748
